ENSMUSG00000033970	ENSMUST00000038131	ENSMUSP00000039621	ENSRNOG00000001088	ENSRNOT00000001444	ENSRNOP00000001444
ENSMUSG00000035505	ENSMUST00000118816	ENSMUSP00000113353	ENSRNOG00000003052	ENSRNOT00000004074	ENSRNOP00000004074
ENSMUSG00000058267	ENSMUST00000135680	ENSMUSP00000120075	ENSRNOG00000002569	ENSRNOT00000003460	ENSRNOP00000003460
ENSMUSG00000015452	ENSMUST00000184846		ENSRNOG00000000439	ENSRNOT00000000508	ENSRNOP00000000508
ENSMUSG00000068747	ENSMUST00000135636	ENSMUSP00000123564	ENSRNOG00000031814	ENSRNOT00000049127	ENSRNOP00000051102
ENSMUSG00000040867	ENSMUST00000238841	ENSMUSP00000158999	ENSRNOG00000004650	ENSRNOT00000082216	ENSRNOP00000071412
ENSMUSG00000003352	ENSMUST00000109150	ENSMUSP00000104778	ENSRNOG00000054274	ENSRNOT00000081206	ENSRNOP00000073026
ENSMUSG00000027650	ENSMUST00000029179	ENSMUSP00000029179	ENSRNOG00000012880	ENSRNOT00000017213	ENSRNOP00000017213
ENSMUSG00000029345	ENSMUST00000031288	ENSMUSP00000031288	ENSRNOG00000000663	ENSRNOT00000000828	ENSRNOP00000000828
ENSMUSG00000019906	ENSMUST00000020057	ENSMUSP00000020057	ENSRNOG00000004527	ENSRNOT00000072526	ENSRNOP00000065432
ENSMUSG00000025436	ENSMUST00000026504	ENSMUSP00000026504	ENSRNOG00000045629	ENSRNOT00000074743	ENSRNOP00000064274
ENSMUSG00000034037	ENSMUST00000089334	ENSMUSP00000086748	ENSRNOG00000010213	ENSRNOT00000051022	ENSRNOP00000040013
ENSMUSG00000019303	ENSMUST00000019447	ENSMUSP00000019447	ENSRNOG00000020022	ENSRNOT00000027159	ENSRNOP00000027159
ENSMUSG00000000673	ENSMUST00000000687	ENSMUSP00000000687	ENSRNOG00000031263	ENSRNOT00000045996	ENSRNOP00000043835
ENSMUSG00000059772	ENSMUST00000144897	ENSMUSP00000118182	ENSRNOG00000019369	ENSRNOT00000026231	ENSRNOP00000026231
ENSMUSG00000042429	ENSMUST00000187631	ENSMUSP00000140801	ENSRNOG00000003442	ENSRNOT00000004602	ENSRNOP00000004602
ENSMUSG00000028137	ENSMUST00000198316	ENSMUSP00000142412	ENSRNOG00000020875	ENSRNOT00000028324	ENSRNOP00000028324
ENSMUSG00000019996	ENSMUST00000020173	ENSMUSP00000020173	ENSRNOG00000012701	ENSRNOT00000079845	ENSRNOP00000075655
ENSMUSG00000015316	ENSMUST00000015460	ENSMUSP00000015460	ENSRNOG00000059073	ENSRNOT00000082393	ENSRNOP00000072438
ENSMUSG00000069581	ENSMUST00000092366	ENSMUSP00000090020	ENSRNOG00000001219	ENSRNOT00000038419	ENSRNOP00000036562
ENSMUSG00000037466	ENSMUST00000049271	ENSMUSP00000035351	ENSRNOG00000005153	ENSRNOT00000029223	ENSRNOP00000030430
ENSMUSG00000042451	ENSMUST00000038445	ENSMUSP00000042195	ENSRNOG00000003336	ENSRNOT00000046854	ENSRNOP00000044331
ENSMUSG00000039262	ENSMUST00000069817	ENSMUSP00000064892	ENSRNOG00000010217	ENSRNOT00000066368	ENSRNOP00000063117
ENSMUSG00000026442	ENSMUST00000187861	ENSMUSP00000139955	ENSRNOG00000030515	ENSRNOT00000060871	ENSRNOP00000057594
ENSMUSG00000001029	ENSMUST00000106813	ENSMUSP00000102426	ENSRNOG00000025143	ENSRNOT00000035474	ENSRNOP00000034319
ENSMUSG00000050668	ENSMUST00000170759	ENSMUSP00000126814	ENSRNOG00000025317	ENSRNOT00000034919	ENSRNOP00000031805
ENSMUSG00000026991	ENSMUST00000102754	ENSMUSP00000099815	ENSRNOG00000005504	ENSRNOT00000059246	ENSRNOP00000056013
ENSMUSG00000001366	ENSMUST00000085311	ENSMUSP00000082419	ENSRNOG00000008214	ENSRNOT00000010961	ENSRNOP00000010961
ENSMUSG00000068129	ENSMUST00000089200	ENSMUSP00000086606	ENSRNOG00000006767	ENSRNOT00000008865	ENSRNOP00000008865
ENSMUSG00000000435	ENSMUST00000000445	ENSMUSP00000000445	ENSRNOG00000004768	ENSRNOT00000006453	ENSRNOP00000006453
ENSMUSG00000020598	ENSMUST00000220123	ENSMUSP00000151844	ENSRNOG00000004067	ENSRNOT00000093241	ENSRNOP00000076330
ENSMUSG00000029650	ENSMUST00000118527	ENSMUSP00000113879	ENSRNOG00000000937	ENSRNOT00000001243	ENSRNOP00000001243
ENSMUSG00000038793	ENSMUST00000037361	ENSMUSP00000041427	ENSRNOG00000003263	ENSRNOT00000004354	ENSRNOP00000004354
ENSMUSG00000020715	ENSMUST00000001059	ENSMUSP00000001059	ENSRNOG00000012864	ENSRNOT00000085736	ENSRNOP00000072244
ENSMUSG00000061086	ENSMUST00000018800	ENSMUSP00000018800	ENSRNOG00000050675	ENSRNOT00000072480	ENSRNOP00000064224
ENSMUSG00000032384	ENSMUST00000034949	ENSMUSP00000034949	ENSRNOG00000016620	ENSRNOT00000090096	ENSRNOP00000074148
ENSMUSG00000025400	ENSMUST00000179960	ENSMUSP00000136622	ENSRNOG00000004229	ENSRNOT00000005679	ENSRNOP00000005679
ENSMUSG00000061311	ENSMUST00000078494	ENSMUSP00000077584	ENSRNOG00000004630	ENSRNOT00000006115	ENSRNOP00000006115
ENSMUSG00000033268	ENSMUST00000099461	ENSMUSP00000097060	ENSRNOG00000033348	ENSRNOT00000046843	ENSRNOP00000045928
ENSMUSG00000059920	ENSMUST00000076991	ENSMUSP00000076255	ENSRNOG00000000720	ENSRNOT00000000911	ENSRNOP00000000911
ENSMUSG00000032864	ENSMUST00000044031	ENSMUSP00000038204	ENSRNOG00000004623	ENSRNOT00000006097	ENSRNOP00000006097
ENSMUSG00000022964	ENSMUST00000023686	ENSMUSP00000023686	ENSRNOG00000002028	ENSRNOT00000002775	ENSRNOP00000002775
ENSMUSG00000023994	ENSMUST00000078800	ENSMUSP00000077853	ENSRNOG00000012702	ENSRNOT00000091532	ENSRNOP00000075707
ENSMUSG00000024477	ENSMUST00000235465	ENSMUSP00000158351	ENSRNOG00000003541	ENSRNOT00000004723	ENSRNOP00000004723
ENSMUSG00000054604	ENSMUST00000067744	ENSMUSP00000065845	ENSRNOG00000000718	ENSRNOT00000000909	ENSRNOP00000000909
ENSMUSG00000037791	ENSMUST00000049167	ENSMUSP00000044990	ENSRNOG00000009566	ENSRNOT00000056234	ENSRNOP00000053077
ENSMUSG00000026312	ENSMUST00000112701	ENSMUSP00000108321	ENSRNOG00000032490	ENSRNOT00000041413	ENSRNOP00000049491
ENSMUSG00000110206	ENSMUST00000146760	ENSMUSP00000123506	ENSRNOG00000056212	ENSRNOT00000093729	ENSRNOP00000076296
ENSMUSG00000033096	ENSMUST00000046399	ENSMUSP00000040840	ENSRNOG00000006795	ENSRNOT00000091310	ENSRNOP00000073800
ENSMUSG00000037740	ENSMUST00000145614	ENSMUSP00000123324	ENSRNOG00000021224	ENSRNOT00000028828	ENSRNOP00000028828
ENSMUSG00000035923	ENSMUST00000044210	ENSMUSP00000047529	ENSRNOG00000004878	ENSRNOT00000006523	ENSRNOP00000006523
ENSMUSG00000030346	ENSMUST00000112220	ENSMUSP00000107839	ENSRNOG00000059878	ENSRNOT00000088333	ENSRNOP00000073657
ENSMUSG00000014226	ENSMUST00000014370	ENSMUSP00000014370	ENSRNOG00000002572	ENSRNOT00000003586	ENSRNOP00000003586
ENSMUSG00000058396	ENSMUST00000079692	ENSMUSP00000100882	ENSRNOG00000004311	ENSRNOT00000005693	ENSRNOP00000054500
ENSMUSG00000035864	ENSMUST00000105276	ENSMUSP00000100912	ENSRNOG00000006426	ENSRNOT00000088950	ENSRNOP00000069194
ENSMUSG00000043439	ENSMUST00000052281	ENSMUSP00000051211	ENSRNOG00000048187	ENSRNOT00000072274	ENSRNOP00000067524
ENSMUSG00000011486	ENSMUST00000058661	ENSMUSP00000058877	ENSRNOG00000048853	ENSRNOT00000074117	ENSRNOP00000064251
ENSMUSG00000058626	ENSMUST00000120717	ENSMUSP00000113132	ENSRNOG00000026025	ENSRNOT00000065754	ENSRNOP00000059934
ENSMUSG00000033849	ENSMUST00000038252	ENSMUSP00000046118	ENSRNOG00000003251	ENSRNOT00000004342	ENSRNOP00000004342
ENSMUSG00000048661	ENSMUST00000119093	ENSMUSP00000112661	ENSRNOG00000024027	ENSRNOT00000039532	ENSRNOP00000032921
ENSMUSG00000026361	ENSMUST00000018337	ENSMUSP00000018337	ENSRNOG00000003258	ENSRNOT00000004495	ENSRNOP00000004495
ENSMUSG00000032435	ENSMUST00000047404	ENSMUSP00000035366	ENSRNOG00000010434	ENSRNOT00000014532	ENSRNOP00000014532
ENSMUSG00000024251	ENSMUST00000047524	ENSMUSP00000041701	ENSRNOG00000025899	ENSRNOT00000038246	ENSRNOP00000032728
ENSMUSG00000032220	ENSMUST00000214042	ENSMUSP00000150376	ENSRNOG00000061928	ENSRNOT00000085727	ENSRNOP00000074970
ENSMUSG00000026860	ENSMUST00000113621	ENSMUSP00000109251	ENSRNOG00000017295	ENSRNOT00000085042	ENSRNOP00000075076
ENSMUSG00000020834	ENSMUST00000021187	ENSMUSP00000021187	ENSRNOG00000009673	ENSRNOT00000012825	ENSRNOP00000012826
ENSMUSG00000038178	ENSMUST00000042561	ENSMUSP00000046074	ENSRNOG00000003835	ENSRNOT00000005100	ENSRNOP00000005100
ENSMUSG00000019979	ENSMUST00000159110	ENSMUSP00000125291	ENSRNOG00000008022	ENSRNOT00000010869	ENSRNOP00000010869
ENSMUSG00000061589	ENSMUST00000105336	ENSMUSP00000100973	ENSRNOG00000032546	ENSRNOT00000051467	ENSRNOP00000043691
ENSMUSG00000005951	ENSMUST00000131927	ENSMUSP00000123639	ENSRNOG00000019458	ENSRNOT00000026351	ENSRNOP00000026351
ENSMUSG00000028532	ENSMUST00000030257	ENSMUSP00000030257	ENSRNOG00000010514	ENSRNOT00000014354	ENSRNOP00000014353
ENSMUSG00000034177	ENSMUST00000165679	ENSMUSP00000130685	ENSRNOG00000007606	ENSRNOT00000010296	ENSRNOP00000010296
ENSMUSG00000038045	ENSMUST00000042683	ENSMUSP00000038282	ENSRNOG00000049335	ENSRNOT00000075000	ENSRNOP00000066014
ENSMUSG00000031302	ENSMUST00000151528	ENSMUSP00000123283	ENSRNOG00000003812	ENSRNOT00000005077	ENSRNOP00000005077
ENSMUSG00000032434	ENSMUST00000217637		ENSRNOG00000010951	ENSRNOT00000014585	ENSRNOP00000014585
ENSMUSG00000000555	ENSMUST00000215331	ENSMUSP00000148865	ENSRNOG00000057451	ENSRNOT00000087748	ENSRNOP00000071805
ENSMUSG00000002668	ENSMUST00000011623	ENSMUSP00000011623	ENSRNOG00000046050	ENSRNOT00000075215	ENSRNOP00000067003
ENSMUSG00000066607	ENSMUST00000085658	ENSMUSP00000082800	ENSRNOG00000026238	ENSRNOT00000033397	ENSRNOP00000031920
ENSMUSG00000024299	ENSMUST00000087623	ENSMUSP00000084905	ENSRNOG00000008857	ENSRNOT00000086336	ENSRNOP00000072082
ENSMUSG00000004842	ENSMUST00000176330	ENSMUSP00000135113	ENSRNOG00000000715	ENSRNOT00000000905	ENSRNOP00000000905
ENSMUSG00000035310	ENSMUST00000144030	ENSMUSP00000120010	ENSRNOG00000002203	ENSRNOT00000003006	ENSRNOP00000003006
ENSMUSG00000021033	ENSMUST00000222885	ENSMUSP00000152343	ENSRNOG00000047708	ENSRNOT00000072215	ENSRNOP00000065390
ENSMUSG00000014351	ENSMUST00000103157	ENSMUSP00000099446	ENSRNOG00000006306	ENSRNOT00000008481	ENSRNOP00000008481
ENSMUSG00000006599	ENSMUST00000107644	ENSMUSP00000103271	ENSRNOG00000012360	ENSRNOT00000087920	ENSRNOP00000069965
ENSMUSG00000001802	ENSMUST00000122409	ENSMUSP00000114026	ENSRNOG00000011451	ENSRNOT00000015384	ENSRNOP00000015384
ENSMUSG00000001524	ENSMUST00000160752	ENSMUSP00000124458	ENSRNOG00000000831	ENSRNOT00000001103	ENSRNOP00000001103
ENSMUSG00000033790	ENSMUST00000032627	ENSMUSP00000032627	ENSRNOG00000011480	ENSRNOT00000055989	ENSRNOP00000052843
ENSMUSG00000024515	ENSMUST00000025393	ENSMUSP00000025393	ENSRNOG00000051965	ENSRNOT00000082484	ENSRNOP00000074882
ENSMUSG00000037820	ENSMUST00000103122	ENSMUSP00000099411	ENSRNOG00000012956	ENSRNOT00000018328	ENSRNOP00000018328
ENSMUSG00000002763	ENSMUST00000002840	ENSMUSP00000002840	ENSRNOG00000016655	ENSRNOT00000022582	ENSRNOP00000022582
ENSMUSG00000022962	ENSMUST00000023684	ENSMUSP00000023684	ENSRNOG00000028292	ENSRNOT00000032162	ENSRNOP00000033253
ENSMUSG00000029050	ENSMUST00000084103	ENSMUSP00000081120	ENSRNOG00000055340	ENSRNOT00000080591	ENSRNOP00000073651
ENSMUSG00000026649	ENSMUST00000151340	ENSMUSP00000123188	ENSRNOG00000034221	ENSRNOT00000050804	ENSRNOP00000043416
ENSMUSG00000044279	ENSMUST00000169543	ENSMUSP00000125760	ENSRNOG00000047322	ENSRNOT00000080856	ENSRNOP00000070535
ENSMUSG00000037321	ENSMUST00000041633	ENSMUSP00000039264	ENSRNOG00000000457	ENSRNOT00000000529	ENSRNOP00000000529
ENSMUSG00000034126	ENSMUST00000037788	ENSMUSP00000035260	ENSRNOG00000012146	ENSRNOT00000016242	ENSRNOP00000016242
ENSMUSG00000030495	ENSMUST00000001854	ENSMUSP00000001854	ENSRNOG00000010938	ENSRNOT00000015205	ENSRNOP00000015205
ENSMUSG00000029658	ENSMUST00000110502	ENSMUSP00000106128	ENSRNOG00000000904	ENSRNOT00000061252	ENSRNOP00000057964
ENSMUSG00000026730	ENSMUST00000154269	ENSMUSP00000118645	ENSRNOG00000017328	ENSRNOT00000023446	ENSRNOP00000023446
ENSMUSG00000038437	ENSMUST00000155835		ENSRNOG00000053285	ENSRNOT00000092122	ENSRNOP00000074424
ENSMUSG00000027301	ENSMUST00000028764	ENSMUSP00000028764	ENSRNOG00000021225	ENSRNOT00000028829	ENSRNOP00000028829
ENSMUSG00000036941	ENSMUST00000041138	ENSMUSP00000041793	ENSRNOG00000000113	ENSRNOT00000000125	ENSRNOP00000000125
ENSMUSG00000046329	ENSMUST00000040280	ENSMUSP00000040198	ENSRNOG00000047781	ENSRNOT00000073000	ENSRNOP00000064402
ENSMUSG00000021494	ENSMUST00000224765	ENSMUSP00000153348	ENSRNOG00000012771	ENSRNOT00000018114	ENSRNOP00000018114
ENSMUSG00000024238	ENSMUST00000025081	ENSMUSP00000025081	ENSRNOG00000017863	ENSRNOT00000024336	ENSRNOP00000024336
ENSMUSG00000049630	ENSMUST00000061545	ENSMUSP00000056188	ENSRNOG00000017459	ENSRNOT00000023637	ENSRNOP00000023637
ENSMUSG00000037134	ENSMUST00000118622	ENSMUSP00000112692	ENSRNOG00000012928	ENSRNOT00000017347	ENSRNOP00000017347
ENSMUSG00000037727	ENSMUST00000046001	ENSMUSP00000035551	ENSRNOG00000021229	ENSRNOT00000028833	ENSRNOP00000028833
ENSMUSG00000003721	ENSMUST00000003818	ENSMUSP00000003818	ENSRNOG00000002478	ENSRNOT00000003391	ENSRNOP00000003391
ENSMUSG00000027651	ENSMUST00000109518	ENSMUSP00000105144	ENSRNOG00000012923	ENSRNOT00000017265	ENSRNOP00000017265
ENSMUSG00000026961	ENSMUST00000028337	ENSMUSP00000028337	ENSRNOG00000011457	ENSRNOT00000015242	ENSRNOP00000015242
ENSMUSG00000006058	ENSMUST00000006217	ENSMUSP00000006217	ENSRNOG00000006500	ENSRNOT00000008964	ENSRNOP00000008964
ENSMUSG00000036564	ENSMUST00000041318	ENSMUSP00000036226	ENSRNOG00000012482	ENSRNOT00000051414	ENSRNOP00000044520
ENSMUSG00000074064	ENSMUST00000098367	ENSMUSP00000095970	ENSRNOG00000014522	ENSRNOT00000019923	ENSRNOP00000019923
ENSMUSG00000020218	ENSMUST00000020439	ENSMUSP00000020439	ENSRNOG00000004476	ENSRNOT00000006426	ENSRNOP00000006426
ENSMUSG00000003346	ENSMUST00000003436	ENSMUSP00000003436	ENSRNOG00000018212	ENSRNOT00000024576	ENSRNOP00000024576
ENSMUSG00000029390	ENSMUST00000200031	ENSMUSP00000142701	ENSRNOG00000001053	ENSRNOT00000001397	ENSRNOP00000001397
ENSMUSG00000037994	ENSMUST00000051849	ENSMUSP00000060640	ENSRNOG00000023404	ENSRNOT00000031425	ENSRNOP00000033064
ENSMUSG00000035916	ENSMUST00000050702	ENSMUSP00000058572	ENSRNOG00000056915	ENSRNOT00000081885	ENSRNOP00000069293
ENSMUSG00000024085	ENSMUST00000086723	ENSMUSP00000083928	ENSRNOG00000015439	ENSRNOT00000020767	ENSRNOP00000020767
ENSMUSG00000033769	ENSMUST00000160197	ENSMUSP00000125312	ENSRNOG00000059615	ENSRNOT00000091490	ENSRNOP00000070757
ENSMUSG00000026519	ENSMUST00000027800	ENSMUSP00000027800	ENSRNOG00000003310	ENSRNOT00000083608	ENSRNOP00000069668
ENSMUSG00000037526	ENSMUST00000226299	ENSMUSP00000153718	ENSRNOG00000011873	ENSRNOT00000016274	ENSRNOP00000016274
ENSMUSG00000048154	ENSMUST00000023741	ENSMUSP00000023741	ENSRNOG00000061499	ENSRNOT00000077502	ENSRNOP00000069442
ENSMUSG00000058076	ENSMUST00000111336	ENSMUSP00000106968	ENSRNOG00000003163	ENSRNOT00000004228	ENSRNOP00000004228
ENSMUSG00000033088	ENSMUST00000109690	ENSMUSP00000105312	ENSRNOG00000059015	ENSRNOT00000087548	ENSRNOP00000071930
ENSMUSG00000096727	ENSMUST00000174576	ENSMUSP00000133499	ENSRNOG00000000459	ENSRNOT00000000532	ENSRNOP00000000532
ENSMUSG00000022838	ENSMUST00000075946	ENSMUSP00000075331	ENSRNOG00000002350	ENSRNOT00000003208	ENSRNOP00000003208
ENSMUSG00000026556	ENSMUST00000111264	ENSMUSP00000106895	ENSRNOG00000004889	ENSRNOT00000091710	ENSRNOP00000072619
ENSMUSG00000029171	ENSMUST00000087324	ENSMUSP00000084582	ENSRNOG00000002185	ENSRNOT00000002977	ENSRNOP00000002977
ENSMUSG00000024556	ENSMUST00000025439	ENSMUSP00000025439	ENSRNOG00000015582	ENSRNOT00000079093	ENSRNOP00000073241
ENSMUSG00000027466	ENSMUST00000028964	ENSMUSP00000028964	ENSRNOG00000006695	ENSRNOT00000085995	ENSRNOP00000072645
ENSMUSG00000073684	ENSMUST00000148406	ENSMUSP00000117360	ENSRNOG00000036876	ENSRNOT00000055361	ENSRNOP00000052229
ENSMUSG00000052516	ENSMUST00000226478	ENSMUSP00000154353	ENSRNOG00000029598	ENSRNOT00000088878	ENSRNOP00000070966
ENSMUSG00000028033	ENSMUST00000115300	ENSMUSP00000110955	ENSRNOG00000013781	ENSRNOT00000018552	ENSRNOP00000018552
ENSMUSG00000027300	ENSMUST00000028761	ENSMUSP00000028761	ENSRNOG00000021230	ENSRNOT00000028834	ENSRNOP00000028834
ENSMUSG00000040548	ENSMUST00000042780	ENSMUSP00000041985	ENSRNOG00000013659	ENSRNOT00000055114	ENSRNOP00000051987
ENSMUSG00000032307	ENSMUST00000059555	ENSMUSP00000059798	ENSRNOG00000014529	ENSRNOT00000019539	ENSRNOP00000019539
ENSMUSG00000017692	ENSMUST00000017836	ENSMUSP00000017836	ENSRNOG00000005515	ENSRNOT00000007312	ENSRNOP00000007312
ENSMUSG00000021007	ENSMUST00000048402	ENSMUSP00000045827	ENSRNOG00000003955	ENSRNOT00000005297	ENSRNOP00000005297
ENSMUSG00000027359	ENSMUST00000061491	ENSMUSP00000057595	ENSRNOG00000010128	ENSRNOT00000067700	ENSRNOP00000059771
ENSMUSG00000039763	ENSMUST00000143058	ENSMUSP00000120318	ENSRNOG00000002026	ENSRNOT00000002771	ENSRNOP00000002771
ENSMUSG00000051177	ENSMUST00000131552	ENSMUSP00000118756	ENSRNOG00000004810	ENSRNOT00000006389	ENSRNOP00000006389
ENSMUSG00000027315	ENSMUST00000028783	ENSMUSP00000028783	ENSRNOG00000012811	ENSRNOT00000017223	ENSRNOP00000017223
ENSMUSG00000025207	ENSMUST00000026225	ENSMUSP00000026225	ENSRNOG00000014650	ENSRNOT00000019956	ENSRNOP00000019956
ENSMUSG00000054414	ENSMUST00000067485	ENSMUSP00000065254	ENSRNOG00000013912	ENSRNOT00000019172	ENSRNOP00000019172
ENSMUSG00000018476	ENSMUST00000094077	ENSMUSP00000091620	ENSRNOG00000037613	ENSRNOT00000067677	ENSRNOP00000060247
ENSMUSG00000022837	ENSMUST00000023535	ENSMUSP00000023535	ENSRNOG00000038868	ENSRNOT00000066616	ENSRNOP00000061216
ENSMUSG00000053093	ENSMUST00000102803	ENSMUSP00000099867	ENSRNOG00000016983	ENSRNOT00000024186	ENSRNOP00000024186
ENSMUSG00000033545	ENSMUST00000173506	ENSMUSP00000133993	ENSRNOG00000019028	ENSRNOT00000025716	ENSRNOP00000025716
ENSMUSG00000061171	ENSMUST00000152324	ENSMUSP00000121205	ENSRNOG00000004966	ENSRNOT00000058962	ENSRNOP00000055741
ENSMUSG00000023973	ENSMUST00000059844	ENSMUSP00000050309	ENSRNOG00000016315	ENSRNOT00000021868	ENSRNOP00000021868
ENSMUSG00000023939	ENSMUST00000024734	ENSMUSP00000024734	ENSRNOG00000019734	ENSRNOT00000026716	ENSRNOP00000026716
ENSMUSG00000028581	ENSMUST00000151698	ENSMUSP00000118415	ENSRNOG00000011054	ENSRNOT00000015198	ENSRNOP00000015198
ENSMUSG00000027452	ENSMUST00000028944	ENSMUSP00000028944	ENSRNOG00000007102	ENSRNOT00000009627	ENSRNOP00000009627
ENSMUSG00000022351	ENSMUST00000022977	ENSMUSP00000022977	ENSRNOG00000009550	ENSRNOT00000012883	ENSRNOP00000012883
ENSMUSG00000040852	ENSMUST00000047206	ENSMUSP00000039628	ENSRNOG00000005124	ENSRNOT00000090724	ENSRNOP00000072102
ENSMUSG00000036026	ENSMUST00000113523	ENSMUSP00000109151	ENSRNOG00000019743	ENSRNOT00000026728	ENSRNOP00000026728
ENSMUSG00000026833	ENSMUST00000028177	ENSMUSP00000028177	ENSRNOG00000009862	ENSRNOT00000013443	ENSRNOP00000013443
ENSMUSG00000055782	ENSMUST00000069511	ENSMUSP00000068940	ENSRNOG00000015538	ENSRNOT00000021064	ENSRNOP00000021064
ENSMUSG00000009356	ENSMUST00000103177	ENSMUSP00000099466	ENSRNOG00000008422	ENSRNOT00000011402	ENSRNOP00000011402
ENSMUSG00000051251	ENSMUST00000059794	ENSMUSP00000057489	ENSRNOG00000005166	ENSRNOT00000006862	ENSRNOP00000006862
ENSMUSG00000037129	ENSMUST00000034597	ENSMUSP00000034597	ENSRNOG00000016397	ENSRNOT00000021949	ENSRNOP00000021949
ENSMUSG00000071855	ENSMUST00000072835	ENSMUSP00000072614	ENSRNOG00000003559	ENSRNOT00000004742	ENSRNOP00000004742
ENSMUSG00000017756	ENSMUST00000017900	ENSMUSP00000017900	ENSRNOG00000016372	ENSRNOT00000078039	ENSRNOP00000074714
ENSMUSG00000022829	ENSMUST00000114787	ENSMUSP00000110435	ENSRNOG00000002496	ENSRNOT00000041715	ENSRNOP00000044583
ENSMUSG00000030766	ENSMUST00000167309	ENSMUSP00000128447	ENSRNOG00000013836	ENSRNOT00000031770	ENSRNOP00000038504
ENSMUSG00000028093	ENSMUST00000090759	ENSMUSP00000088263	ENSRNOG00000017494	ENSRNOT00000043194	ENSRNOP00000044125
ENSMUSG00000063888	ENSMUST00000078286	ENSMUSP00000092888	ENSRNOG00000016269	ENSRNOT00000021803	ENSRNOP00000021803
ENSMUSG00000068823	ENSMUST00000029446	ENSMUSP00000029446	ENSRNOG00000061058	ENSRNOT00000091210	ENSRNOP00000069264
ENSMUSG00000032261	ENSMUST00000188241	ENSMUSP00000140951	ENSRNOG00000009613	ENSRNOT00000084852	ENSRNOP00000074616
ENSMUSG00000024253	ENSMUST00000025101	ENSMUSP00000025101	ENSRNOG00000005151	ENSRNOT00000006953	ENSRNOP00000006953
ENSMUSG00000044080	ENSMUST00000060738	ENSMUSP00000058237	ENSRNOG00000012410	ENSRNOT00000017000	ENSRNOP00000017000
ENSMUSG00000032436	ENSMUST00000035009	ENSMUSP00000035009	ENSRNOG00000010986	ENSRNOT00000014861	ENSRNOP00000014861
ENSMUSG00000063316	ENSMUST00000077856	ENSMUSP00000090305	ENSRNOG00000020674	ENSRNOT00000028060	ENSRNOP00000028060
ENSMUSG00000037813	ENSMUST00000103121	ENSMUSP00000099410	ENSRNOG00000014424	ENSRNOT00000019453	ENSRNOP00000019453
ENSMUSG00000031958	ENSMUST00000070004	ENSMUSP00000068086	ENSRNOG00000019036	ENSRNOT00000044844	ENSRNOP00000046399
ENSMUSG00000035914	ENSMUST00000165365	ENSMUSP00000129418	ENSRNOG00000033608	ENSRNOT00000042681	ENSRNOP00000049249
ENSMUSG00000025208	ENSMUST00000097715	ENSMUSP00000095322	ENSRNOG00000014890	ENSRNOT00000020020	ENSRNOP00000020020
ENSMUSG00000027333	ENSMUST00000110186	ENSMUSP00000105815	ENSRNOG00000021255	ENSRNOT00000028876	ENSRNOP00000028876
ENSMUSG00000027164	ENSMUST00000004949	ENSMUSP00000004949	ENSRNOG00000004639	ENSRNOT00000006148	ENSRNOP00000006148
ENSMUSG00000025209	ENSMUST00000236685	ENSMUSP00000157397	ENSRNOG00000014935	ENSRNOT00000031018	ENSRNOP00000034807
ENSMUSG00000039183	ENSMUST00000234098		ENSRNOG00000015090	ENSRNOT00000020504	ENSRNOP00000020504
ENSMUSG00000031253	ENSMUST00000033606	ENSMUSP00000033606	ENSRNOG00000003715	ENSRNOT00000005020	ENSRNOP00000005020
ENSMUSG00000033080	ENSMUST00000046095	ENSMUSP00000039088	ENSRNOG00000042220	ENSRNOT00000061469	ENSRNOP00000058189
ENSMUSG00000047216	ENSMUST00000094626	ENSMUSP00000092210	ENSRNOG00000029841	ENSRNOT00000044628	ENSRNOP00000047360
ENSMUSG00000020327	ENSMUST00000219981	ENSMUSP00000151917	ENSRNOG00000008960	ENSRNOT00000011936	ENSRNOP00000011936
ENSMUSG00000019731	ENSMUST00000152080	ENSMUSP00000115754	ENSRNOG00000012287	ENSRNOT00000016399	ENSRNOP00000016399
ENSMUSG00000032715	ENSMUST00000040312	ENSMUSP00000041747	ENSRNOG00000007319	ENSRNOT00000009840	ENSRNOP00000009840
ENSMUSG00000035890	ENSMUST00000047203	ENSMUSP00000039486	ENSRNOG00000009028	ENSRNOT00000012317	ENSRNOP00000012317
ENSMUSG00000038776	ENSMUST00000036928	ENSMUSP00000047551	ENSRNOG00000003515	ENSRNOT00000004780	ENSRNOP00000004780
ENSMUSG00000041012	ENSMUST00000047013	ENSMUSP00000043706	ENSRNOG00000011201	ENSRNOT00000015188	ENSRNOP00000015188
ENSMUSG00000044452	ENSMUST00000061586	ENSMUSP00000058609	ENSRNOG00000013565	ENSRNOT00000018153	ENSRNOP00000018153
ENSMUSG00000051169	ENSMUST00000113092	ENSMUSP00000108715	ENSRNOG00000009084	ENSRNOT00000068001	ENSRNOP00000059503
ENSMUSG00000010358	ENSMUST00000010502	ENSMUSP00000010502	ENSRNOG00000020678	ENSRNOT00000028067	ENSRNOP00000028067
ENSMUSG00000034226	ENSMUST00000037360	ENSMUSP00000041411	ENSRNOG00000013380	ENSRNOT00000018277	ENSRNOP00000018277
ENSMUSG00000074063	ENSMUST00000131448	ENSMUSP00000120477	ENSRNOG00000014948	ENSRNOT00000020225	ENSRNOP00000020225
