Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	Transcript count	Rat gene stable ID	Rat protein or transcript stable ID	Rat homology type	%id. target Rat gene identical to query gene	%id. query gene identical to target Rat gene	Rat Gene-order conservation score	Rat Whole-genome alignment coverage	dN with Rat	dS with Rat	Rat orthology confidence [0 low, 1 high]	Mouse chrome	Mouse start	Mouse end	Mouse length	Rat chrome	Rat start	Rat end	Rat length
ENSMUSG00000007670	ENSMUST00000007814	ENSMUSP00000007814	Khsrp	5	ENSRNOG00000047628	ENSRNOP00000072174	ortholog_one2one	99.8663	99.8663	100	100.00	0.0007	0.1081	1	17	57021051	57031488	10437	9	10013854	10022330	8476
ENSMUSG00000028560	ENSMUST00000030289	ENSMUSP00000030289	Usp1	4	ENSRNOG00000007890	ENSRNOP00000010935	ortholog_one2one	93.1122	93.1122	100	100.00	0.0343	0.2155	1	4	98923810	98935543	11733	5	117583502	117594870	11368
ENSMUSG00000047417	ENSMUST00000057910	ENSMUSP00000049705	Rexo1	8	ENSRNOG00000017916	ENSRNOP00000024080	ortholog_one2one	93.4872	94.7368	100	100.00	0.0252	0.2089	1	10	80540925	80561560	20635	7	12022285	12041701	19416
ENSMUSG00000006390	ENSMUST00000006557	ENSMUSP00000006557	Elovl1	7	ENSRNOG00000028448	ENSRNOP00000033374	ortholog_one2one	96.4158	96.4158	100	100.00	0.0189	0.1831	1	4	118428093	118432953	4860	5	137257287	137260483	3196
ENSMUSG00000048988	ENSMUST00000050519	ENSMUSP00000053869	Elfn1	2	ENSRNOG00000022767	ENSRNOP00000035917	ortholog_one2one	98.5507	98.4318	100	100.00	0.0068	0.2796	1	5	139907943	139974722	66779	12	16749374	16813838	64464
ENSMUSG00000002477	ENSMUST00000235020	ENSMUSP00000157119	Snrpd1	5	ENSRNOG00000013714	ENSRNOP00000018646	ortholog_one2one	100	100	100	100.00	0	0	1	18	10617869	10640068	22199	18	1866080	1876613	10533
ENSMUSG00000075136	ENSMUST00000099834	ENSMUSP00000097422	Olfr1164	1	ENSRNOG00000005950	ENSRNOP00000007796	ortholog_one2one	92.0245	92.0245	50	100.00	0.0425	0.1928	1	2	88092855	88093966	1111	3	76278124	76279104	980
ENSMUSG00000050530	ENSMUST00000072955	ENSMUSP00000072724	Fam171a1	4	ENSRNOG00000016534	ENSRNOP00000054660	ortholog_one2one	85.7623	88.7471	50	99.03	0.0758	0.3491	1	2	3114224	3227250	113026	17	79031423	79085076	53653
ENSMUSG00000043354	ENSMUST00000215237	ENSMUSP00000150712	Olfr577	3	ENSRNOG00000015657	ENSRNOP00000020969	ortholog_one2one	93.5897	96.6887	100	100.00	0.0115	0.1991	1	7	102971180	102975943	4763	1	168142529	168144280	1751
ENSMUSG00000032735	ENSMUST00000166783	ENSMUSP00000125836	Ablim3	2	ENSRNOG00000019365	ENSRNOP00000026227	ortholog_one2one	98.6804	98.6804	100	100.00	0.0059	0.1814	1	18	61799392	61911823	112431	18	57128399	57201740	73341
ENSMUSG00000046070	ENSMUST00000234675		Igfals	6	ENSRNOG00000015061	ENSRNOP00000020233	ortholog_one2one	93.2007	93.2007	75	100.00	0.0358	0.3284	1	17	24865997	24881007	15010	10	14240219	14243597	3378
ENSMUSG00000029344	ENSMUST00000031287	ENSMUSP00000031287	Tpst2	7	ENSRNOG00000000664	ENSRNOP00000000831	ortholog_one2one	95.1282	98.6702	100	100.00	0.0069	0.1815	1	5	112276691	112315361	38670	12	50343086	50383496	40410
ENSMUSG00000041120	ENSMUST00000042844	ENSMUSP00000045608	Nbl1	3	ENSRNOG00000049402	ENSRNOP00000064345	ortholog_one2one	97.191	97.191	100	100.00	0.0128	0.2046	1	4	139082284	139092993	10709	5	157524513	157535664	11151
ENSMUSG00000021541	ENSMUST00000109871	ENSMUSP00000105497	Trpc7	8	ENSRNOG00000012727	ENSRNOP00000016982	ortholog_one2one	99.42	99.42	100	100.00	0.0026	0.2016	1	13	56773113	56895776	122663	17	8135251	8279515	144264
ENSMUSG00000020257	ENSMUST00000020490	ENSMUSP00000020490	Wdr82	6	ENSRNOG00000048441	ENSRNOP00000064523	ortholog_one2one	97.4441	97.4441	100	100.00	0.0153	0.2976	1	9	106170928	106191139	20211	8	114867062	114884132	17070
ENSMUSG00000045792	ENSMUST00000215606	ENSMUSP00000149209	Olfr578	2	ENSRNOG00000015673	ENSRNOP00000020981	ortholog_one2one	97.7636	97.7636	100	100.00	0.0112	0.1686	1	7	102981608	102989324	7716	1	168159870	168160811	941
ENSMUSG00000037722	ENSMUST00000228304	ENSMUSP00000154299	Gnpnat1	10	ENSRNOG00000008641	ENSRNOP00000071110	ortholog_one2one	99.4565	99.4565	100	100.00	0.0025	0.1469	1	14	45381580	45404885	23305	15	19721293	19729598	8305
ENSMUSG00000059409	ENSMUST00000233988	ENSMUSP00000156500	Ppp2r5d	4	ENSRNOG00000016849	ENSRNOP00000022862	ortholog_one2one	98.1481	97.9832	100	100.00	0.0085	0.2151	1	17	46682991	46705111	22120	9	16586803	16609631	22828
ENSMUSG00000013701	ENSMUST00000013845	ENSMUSP00000013845	Timm23	8	ENSRNOG00000019811	ENSRNOP00000026932	ortholog_one2one	98.0861	98.0861	100	100.00	0.0093	0.1458	1	14	32180162	32201898	21736	16	8324036	8350067	26031
ENSMUSG00000032224	ENSMUST00000034749	ENSMUSP00000034749	Fam81a	4	ENSRNOG00000057501	ENSRNOP00000075059	ortholog_one2one	96.978	96.978	100	100.00	0.0137	0.2233	1	9	70088511	70141578	53067	8	76521657	76579099	57442
ENSMUSG00000018899	ENSMUST00000108922	ENSMUSP00000104550	Irf1	10	ENSRNOG00000008144	ENSRNOP00000010968	ortholog_one2one	93.3131	93.5976	100	100.00	0.0318	0.3205	1	11	53770051	53778374	8323	10	39109522	39116531	7009
ENSMUSG00000018412	ENSMUST00000018556	ENSMUSP00000018556	Kansl1	6	ENSRNOG00000053680	ENSRNOP00000074797	ortholog_one2one	95.7529	96.031	100	100.00	0.0195	0.1098	1	11	104333501	104468861	135360	10	92389530	92476109	86579
ENSMUSG00000026656	ENSMUST00000027966	ENSMUSP00000027966	Fcgr2b	7	ENSRNOG00000046452	ENSRNOP00000055293	ortholog_one2one	80.8824	80.4094	100	100.00	0.1074	0.2203	1	1	170958617	170976127	17510	13	89329304	89343868	14564
ENSMUSG00000020698	ENSMUST00000100722	ENSMUSP00000098288	Cct6b	2	ENSRNOG00000007523	ENSRNOP00000009944	ortholog_one2one	95.8569	95.8569	100	100.00	0.0206	0.179	1	11	82719250	82764321	45071	10	70069491	70118194	48703
ENSMUSG00000032258	ENSMUST00000034793	ENSMUSP00000034793	Lca5	9	ENSRNOG00000009580	ENSRNOP00000075180	ortholog_one2one	85.5114	82.8061	100	100.00	0.075	0.2339	1	9	83391364	83441127	49763	8	90927156	90975599	48443
ENSMUSG00000047261	ENSMUST00000102817	ENSMUSP00000099881	Gap43	2	ENSRNOG00000001528	ENSRNOP00000002091	ortholog_one2one	98.6784	99.115	25	100.00	0.0045	0.0524	1	16	42248442	42340651	92209	11	58624198	58717914	93716
ENSMUSG00000000295	ENSMUST00000000304	ENSMUSP00000000304	Hddc2	5	ENSRNOG00000021442	ENSRNOP00000034339	ortholog_one2one	94.4724	94.4724	100	100.00	0.0332	0.204	1	10	31313383	31328204	14821	1	28579990	28600586	20596
ENSMUSG00000030345	ENSMUST00000078521	ENSMUSP00000077606	Dyrk4	3	ENSRNOG00000053178	ENSRNOP00000068957	ortholog_one2one	83.8608	83.4646	100	100.00	0.0941	0.2289	1	6	126876020	126921839	45819	4	159427340	159467955	40615
ENSMUSG00000063576	ENSMUST00000165007	ENSMUSP00000128271	Klhdc3	5	ENSRNOG00000017495	ENSRNOP00000023979	ortholog_one2one	99.4764	99.4764	100	100.00	0.0024	0.1975	1	17	46674553	46680914	6361	9	16612433	16618761	6328
ENSMUSG00000033854	ENSMUST00000221240	ENSMUSP00000152473	Kcnk10	4	ENSRNOG00000003813	ENSRNOP00000005175	ortholog_one2one	97.1963	96.6543	100	99.67	0.0204	0.194	1	12	98429437	98578310	148873	6	122419046	122545899	126853
ENSMUSG00000066652	ENSMUST00000085797	ENSMUSP00000082952	Lefty2	2	ENSRNOG00000060325	ENSRNOP00000071113	ortholog_one2one	91.0326	91.0326	100	100.00	0.04	0.2143	1	1	180893108	180899103	5995	13	99173484	99178037	4553
ENSMUSG00000059900	ENSMUST00000170625	ENSMUSP00000130407	Tmem40	6	ENSRNOG00000010430	ENSRNOP00000013889	ortholog_one2one	81.3333	90.5941	100	100.00	0.0557	0.2926	1	6	115729571	115762410	32839	4	147645333	147657847	12514
ENSMUSG00000029423	ENSMUST00000200192	ENSMUSP00000142807	Piwil1	3	ENSRNOG00000000934	ENSRNOP00000001238	ortholog_one2one	100	100	100	100.00	0	0	1	5	128702524	128747334	44810	12	31609053	31629881	20828
ENSMUSG00000028558	ENSMUST00000106629	ENSMUSP00000102240	Calr4	5	ENSRNOG00000037710	ENSRNOP00000063135	ortholog_one2one	90.2381	86.3326	100	98.11	0.0476	0.2799	1	4	109234485	109254251	19766	5	128865389	128899792	34403
ENSMUSG00000052712	ENSMUST00000234711	ENSMUSP00000157208	BC004004	26	ENSRNOG00000000524	ENSRNOP00000000631	ortholog_one2one	95.1149	95.1149	100	100.00	0.0233	0.1392	1	17	29268825	29314065	45240	20	6869767	6905194	35427
ENSMUSG00000022770	ENSMUST00000115205	ENSMUSP00000110859	Dlg1	15	ENSRNOG00000038597	ENSRNOP00000071898	ortholog_one2one	94.1748	95.2017	100	100.00	0.019	0.2692	1	16	31663443	31875129	211686	11	72163749	72378718	214969
ENSMUSG00000028675	ENSMUST00000030436	ENSMUSP00000030436	Pnrc2	3	ENSRNOG00000009248	ENSRNOP00000070641	ortholog_one2one	90	80.7692	100	100.00	0.0279	0.1162	1	4	135870918	135873850	2932	5	154218852	154222702	3850
ENSMUSG00000022360	ENSMUST00000038194	ENSMUSP00000043691	Atad2	8	ENSRNOG00000025604	ENSRNOP00000008508	ortholog_one2one	91.7155	91.1143	25	100.00	0.0378	0.2218	1	15	58094046	58135082	41036	7	97984862	98026052	41190
ENSMUSG00000017221	ENSMUST00000017365	ENSMUSP00000017365	Psmd3	5	ENSRNOG00000028103	ENSRNOP00000037928	ortholog_one2one	99.8113	99.8113	100	100.00	0.0009	0.1889	1	11	98682554	98695979	13425	10	86599220	86611188	11968
ENSMUSG00000024077	ENSMUST00000145910	ENSMUSP00000120830	Strn	3	ENSRNOG00000004806	ENSRNOP00000006527	ortholog_one2one	97.8205	97.8205	100	100.00	0.0102	0.2162	1	17	78649913	78737196	87283	6	1237758	1319541	81783
ENSMUSG00000033819	ENSMUST00000037551	ENSMUSP00000037356	Ppp1r16a	10	ENSRNOG00000015450	ENSRNOP00000020768	ortholog_one2one	94.084	93.9048	100	100.00	0.0298	0.179	1	15	76671615	76694919	23304	7	117734002	117757249	23247
ENSMUSG00000026520	ENSMUST00000027802	ENSMUSP00000027802	Pycr2	4	ENSRNOG00000003267	ENSRNOP00000004379	ortholog_one2one	99.0625	99.0625	100	100.00	0.0042	0.208	1	1	180904293	180908088	3795	13	99184564	99188431	3867
ENSMUSG00000026315	ENSMUST00000112706	ENSMUSP00000108326	Serpinb8	4	ENSRNOG00000002396	ENSRNOP00000003274	ortholog_one2one	91.4438	91.2	100	100.00	0.0434	0.1734	1	1	107590006	107610484	20478	13	27889395	27912716	23321
ENSMUSG00000060534	ENSMUST00000114943	ENSMUSP00000110593	Dcc	3	ENSRNOG00000033099	ENSRNOP00000063072	ortholog_one2one	96.6828	98.1066	50	99.63	0.0097	0.203	1	18	71253634	72351069	1097435	18	66523120	67224566	701446
ENSMUSG00000050608	ENSMUST00000143971	ENSMUSP00000117583	Micos10	4	ENSRNOG00000042696	ENSRNOP00000060661	ortholog_one2one	93.4211	93.4211	100	100.00	0.032	0.126	1	4	139101814	139131113	29299	5	157546856	157573183	26327
ENSMUSG00000002768	ENSMUST00000233032	ENSMUSP00000156847	Mea1	9	ENSRNOG00000017144	ENSRNOP00000069326	ortholog_one2one	100	83.6538	100	100.00	0	0	1	17	46678793	46682131	3338	9	16610352	16611899	1547
ENSMUSG00000025401	ENSMUST00000079590	ENSMUSP00000078540	Myo1a	2	ENSRNOG00000004177	ENSRNOP00000005575	ortholog_one2one	94.535	94.535	100	100.00	0.0255	0.2326	1	10	127705170	127720940	15770	7	71004417	71019372	14955
ENSMUSG00000054405	ENSMUST00000094657	ENSMUSP00000092242	Dnajc8	12	ENSRNOG00000013255	ENSRNOP00000074065	ortholog_one2one	92.4901	84.4765	100	100.00	0.0597	0.2257	1	4	132535550	132553742	18192	5	150725654	150743730	18076
ENSMUSG00000027298	ENSMUST00000110783	ENSMUSP00000106410	Tyro3	8	ENSRNOG00000058586	ENSRNOP00000069466	ortholog_one2one	97.1591	97.1591	100	100.00	0.0144	0.1394	1	2	119797733	119818104	20371	3	111597102	111616142	19040
ENSMUSG00000067377	ENSMUST00000087557	ENSMUSP00000084838	Tspan6	4	ENSRNOG00000003786	ENSRNOP00000005165	ortholog_one2one	98.7755	98.7755	100	100.00	0.0057	0.1375	1	X	133891068	133898429	7361	X	104719940	104726816	6876
ENSMUSG00000049680	ENSMUST00000170116	ENSMUSP00000133216	Urgcp	6	ENSRNOG00000012184	ENSRNOP00000067978	ortholog_one2one	96.5443	96.3362	100	100.00	0.0171	0.2389	1	11	5713417	5762376	48959	14	85957729	85982794	25065
ENSMUSG00000036907	ENSMUST00000037286	ENSMUSP00000037257	C1ql2	1	ENSRNOG00000046863	ENSRNOP00000066827	ortholog_one2one	88.5017	98.8327	100	100.00	0.0053	0.1719	1	1	120340582	120343174	2592	13	36378356	36380302	1946
ENSMUSG00000020182	ENSMUST00000178704	ENSMUSP00000136467	Ddc	10	ENSRNOG00000004327	ENSRNOP00000005851	ortholog_one2one	95.8333	95.8333	100	100.00	0.0202	0.2269	1	11	11814101	11898144	84043	14	91905919	91996774	90855
ENSMUSG00000052142	ENSMUST00000063824	ENSMUSP00000064084	Rasal3	10	ENSRNOG00000006167	ENSRNOP00000059964	ortholog_one2one	89.5494	92.0197	100	100.00	0.0434	0.1664	1	17	32390659	32403583	12924	7	14403592	14418950	15358
ENSMUSG00000038195	ENSMUST00000042972	ENSMUSP00000037238	Rilp	2	ENSRNOG00000003784	ENSRNOP00000005039	ortholog_one2one	87.5339	88.2514	50	100.00	0.0691	0.1841	1	11	75510094	75513168	3074	10	63659085	63662050	2965
ENSMUSG00000031841	ENSMUST00000117160	ENSMUSP00000113527	Cdh13	8	ENSRNOG00000014371	ENSRNOP00000068368	ortholog_one2one	97.8992	97.8992	100	100.00	0.0097	0.1798	1	8	118283733	119324921	1041188	19	50848736	51971615	1122879
ENSMUSG00000063415	ENSMUST00000168003	ENSMUSP00000128391	Cyp26b1	5	ENSRNOG00000015076	ENSRNOP00000020505	ortholog_one2one	99.4141	99.4141	100	100.00	0.0026	0.2071	1	6	84571944	84593908	21964	4	116261796	116278615	16819
ENSMUSG00000013415	ENSMUST00000013559	ENSMUSP00000013559	Igf2bp1	5	ENSRNOG00000006122	ENSRNOP00000008139	ortholog_one2one	99.1334	99.1334	100	100.00	0.0031	0.2732	1	11	95957163	96005940	48777	10	83780203	83822996	42793
ENSMUSG00000032089	ENSMUST00000034594	ENSMUSP00000034594	Il10ra	3	ENSRNOG00000016308	ENSRNOP00000021926	ortholog_one2one	80.1739	81.0193	100	100.00	0.108	0.2073	1	9	45253837	45269149	15312	8	49560035	49573742	13707
ENSMUSG00000034063	ENSMUST00000205686	ENSMUSP00000146101	4930590J08Rik	4	ENSRNOG00000022155	ENSRNOP00000038091	ortholog_one2one	82.851	85.6984	50	100.00	0.0759	0.1761	1	6	91904233	91950725	46492	4	123801174	123837662	36488
ENSMUSG00000045975	ENSMUST00000232165	ENSMUSP00000156005	C2cd2	10	ENSRNOG00000001621	ENSRNOP00000002209	ortholog_one2one	90.3736	90.3736	75	100.00	0.0489	0.1702	1	16	97881589	97962598	81009	11	38357424	38420032	62608
ENSMUSG00000019810	ENSMUST00000121465	ENSMUSP00000113499	Fuca2	6	ENSRNOG00000015551	ENSRNOP00000020946	ortholog_one2one	90.6725	91.0675	100	100.00	0.0494	0.3156	1	10	13501001	13519035	18034	1	7658890	7673683	14793
ENSMUSG00000039414	ENSMUST00000097281	ENSMUSP00000094882	Heatr5b	6	ENSRNOG00000025926	ENSRNOP00000035203	ortholog_one2one	95.6039	97.4877	100	100.00	0.0153	0.2548	1	17	78752898	78835324	82426	6	1330314	1410339	80025
ENSMUSG00000026715	ENSMUST00000064725	ENSMUSP00000068971	Serpinc1	8	ENSRNOG00000002783	ENSRNOP00000003748	ortholog_one2one	94.4086	94.4086	100	100.00	0.0285	0.1576	1	1	160978646	161005863	27217	13	78805347	78820381	15034
ENSMUSG00000025081	ENSMUST00000111606	ENSMUSP00000107233	Tdrd1	4	ENSRNOG00000017064	ENSRNOP00000075160	ortholog_one2one	87.628	87.5533	100	100.00	0.0656	0.2867	1	19	56826209	56870012	43803	1	277641512	277685257	43745
ENSMUSG00000047881	ENSMUST00000154169	ENSMUSP00000118125	Rell1	5	ENSRNOG00000002192	ENSRNOP00000002984	ortholog_one2one	95.5882	95.5882	100	100.00	0.0211	0.2555	1	5	63908897	63968897	60000	14	45982311	46030937	48626
ENSMUSG00000038453	ENSMUST00000238314	ENSMUSP00000158711	Srcin1	11	ENSRNOG00000011475	ENSRNOP00000016070	ortholog_one2one	91.8652	93.4002	100	99.63	0.0091	0.2064	1	11	97509340	97575226	65886	10	85460059	85517683	57624
ENSMUSG00000017801	ENSMUST00000107302	ENSMUSP00000102923	Mlx	7	ENSRNOG00000019983	ENSRNOP00000027116	ortholog_one2one	98.9933	98.9933	100	100.00	0.0048	0.0994	1	11	101087277	101092207	4930	10	88997399	89002152	4753
ENSMUSG00000068749	ENSMUST00000090569	ENSMUSP00000088057	Psma5	2	ENSRNOG00000019868	ENSRNOP00000026928	ortholog_one2one	100	100	100	100.00	0	0	1	3	108256926	108279974	23048	2	211050360	211073714	23354
ENSMUSG00000026725	ENSMUST00000039178	ENSMUSP00000039452	Tnn	2	ENSRNOG00000002548	ENSRNOP00000003452	ortholog_one2one	97.1795	97.0551	100	100.00	0.0134	0.2082	1	1	160085029	160153580	68551	13	77829382	77896697	67315
ENSMUSG00000025743	ENSMUST00000070478	ENSMUSP00000065877	Sdc3	5	ENSRNOG00000011927	ENSRNOP00000041634	ortholog_one2one	96.1538	96.1538	50	100.00	0.0219	0.1706	1	4	130792537	130826319	33782	5	148923098	148956404	33306
ENSMUSG00000040797	ENSMUST00000046373	ENSMUSP00000038653	Iqsec3	4	ENSRNOG00000014083	ENSRNOP00000067900	ortholog_one2one	97.4059	97.4874	100	99.87	0.0123	0.199	1	6	121372933	121473678	100745	4	153948055	154044493	96438
ENSMUSG00000034958	ENSMUST00000047408	ENSMUSP00000036721	Atcay	3	ENSRNOG00000020407	ENSRNOP00000045560	ortholog_one2one	97.5806	97.5806	100	100.00	0.0109	0.2871	1	10	81204508	81230833	26325	7	11356118	11380913	24795
ENSMUSG00000050232	ENSMUST00000056614	ENSMUSP00000052444	Cxcr3	1	ENSRNOG00000003305	ENSRNOP00000004406	ortholog_one2one	96.1853	96.1853	100	100.00	0.0193	0.1793	1	X	101731535	101734269	2734	X	71614346	71616997	2651
ENSMUSG00000051579	ENSMUST00000163584	ENSMUSP00000129591	Tceal8	4	ENSRNOG00000028585	ENSRNOP00000053943	ortholog_one2one	97.4359	97.4359	75	100.00	0.0111	0.1701	1	X	136168984	136172251	3267	X	106713320	106715391	2071
ENSMUSG00000020477	ENSMUST00000149980		Mrps24	5	ENSRNOG00000011979	ENSRNOP00000074987	ortholog_one2one	89.8204	83.7989	100	100.00	0.0573	0.2011	1	11	5704523	5715680	11157	14	85947812	85951899	4087
ENSMUSG00000036825	ENSMUST00000106153	ENSMUSP00000101759	Ssx2ip	7	ENSRNOG00000015425	ENSRNOP00000043877	ortholog_one2one	92.1951	92.4959	100	100.00	0.0368	0.29	1	3	146404642	146440144	35502	2	252263487	252296031	32544
ENSMUSG00000025332	ENSMUST00000112588	ENSMUSP00000108207	Kdm5c	6	ENSRNOG00000057706	ENSRNOP00000074522	ortholog_one2one	80.5932	93.8438	100	97.61	0.0445	0.1421	1	X	152233229	152274535	41306	X	22313028	22347836	34808
ENSMUSG00000027649	ENSMUST00000029178	ENSMUSP00000029178	Ctnnbl1	4	ENSRNOG00000012021	ENSRNOP00000060192	ortholog_one2one	98.579	98.579	100	100.00	0.0064	0.2001	1	2	157737401	157891614	154213	3	154212202	154373169	160967
ENSMUSG00000043467	ENSMUST00000162226	ENSMUSP00000125253	Zbtb37	7	ENSRNOG00000026907	ENSRNOP00000068493	ortholog_one2one	97.8175	97.8175	100	100.00	0.0105	0.1497	1	1	161002922	161034849	31927	13	78836587	78851600	15013
ENSMUSG00000043155	ENSMUST00000055436	ENSMUSP00000062327	Hpdl	1	ENSRNOG00000018143	ENSRNOP00000024393	ortholog_one2one	94.0701	94.0701	100	100.00	0.0297	0.1955	1	4	116819904	116821707	1803	5	135675832	135677432	1600
ENSMUSG00000047721	ENSMUST00000206275		Bola2	5	ENSRNOG00000047988	ENSRNOP00000066485	ortholog_one2one	98.8372	98.8372	100	100.00	0.0054	0.0347	1	7	126696003	126699798	3795	1	198120099	198121158	1059
ENSMUSG00000059089	ENSMUST00000078825	ENSMUSP00000077873	Fcgr4	1	ENSRNOG00000024382	ENSRNOP00000043183	ortholog_one2one	82.7309	82.7309	100	100.00	0.1086	0.2273	1	1	171018920	171029761	10841	13	89385859	89396051	10192
ENSMUSG00000050945	ENSMUST00000234241	ENSMUSP00000156983	Zfp438	3	ENSRNOG00000028329	ENSRNOP00000068915	ortholog_one2one	81.8296	81.625	100	100.00	0.1	0.1824	1	18	5210124	5334807	124683	17	55065621	55129234	63613
ENSMUSG00000020105	ENSMUST00000074807	ENSMUSP00000074360	Lrig3	7	ENSRNOG00000007654	ENSRNOP00000030604	ortholog_one2one	94.897	94.9821	50	100.00	0.0245	0.2448	1	10	125966253	126015359	49106	7	69213147	69263142	49995
ENSMUSG00000019826	ENSMUST00000080771	ENSMUSP00000079592	Zbtb24	5	ENSRNOG00000000308	ENSRNOP00000054002	ortholog_one2one	86.338	86.9504	100	100.00	0.0625	0.3414	1	10	41450383	41465574	15191	20	46168177	46189806	21629
ENSMUSG00000054034	ENSMUST00000066819	ENSMUSP00000065397	Tceal5	3	ENSRNOG00000046280	ENSRNOP00000067698	ortholog_one2one	97.5	97.5	50	100.00	0.0143	0.1009	1	X	136200948	136203876	2928	X	106746701	106747303	602
ENSMUSG00000079487	ENSMUST00000117706	ENSMUSP00000112852	Med12	9	ENSRNOG00000003848	ENSRNOP00000068498	ortholog_one2one	99.1324	99.1324	100	100.00	0.004	0.1266	1	X	101274030	101297465	23435	X	71174699	71197736	23037
ENSMUSG00000030707	ENSMUST00000173116	ENSMUSP00000133555	Coro1a	12	ENSRNOG00000019430	ENSRNOP00000026496	ortholog_one2one	98.9154	98.9154	100	100.00	0.005	0.1457	1	7	126701902	126707787	5885	1	198123884	198128857	4973
ENSMUSG00000028167	ENSMUST00000120397	ENSMUSP00000112683	Bdh2	4	ENSRNOG00000014490	ENSRNOP00000019507	ortholog_one2one	95.2941	95.2941	100	100.00	0.0223	0.266	1	3	135281221	135304426	23205	2	240461505	240482145	20640
ENSMUSG00000020857	ENSMUST00000021217	ENSMUSP00000021217	Nme2	2	ENSRNOG00000002671	ENSRNOP00000003611	ortholog_one2one	99.3421	99.3421	100	100.00	0.0061	0.188	1	11	93949814	93956259	6445	10	81648216	81653717	5501
ENSMUSG00000029392	ENSMUST00000062153	ENSMUSP00000050014	Rilpl1	4	ENSRNOG00000001055	ENSRNOP00000001401	ortholog_one2one	98.0296	98.0296	100	100.00	0.0082	0.2772	1	5	124493080	124531391	38311	12	37490584	37528393	37809
ENSMUSG00000020687	ENSMUST00000093923	ENSMUSP00000091452	Cdc27	5	ENSRNOG00000005904	ENSRNOP00000007963	ortholog_one2one	98.1818	98.301	100	100.00	0.0078	0.1192	1	11	104502745	104550483	47738	10	92554081	92602082	48001
ENSMUSG00000036244	ENSMUST00000040217	ENSMUSP00000037525	Tbc1d21	2	ENSRNOG00000008737	ENSRNOP00000069565	ortholog_one2one	94.9405	94.9405	100	100.00	0.0232	0.1525	1	9	58359704	58370455	10751	8	63138802	63150753	11951
ENSMUSG00000043671	ENSMUST00000051377	ENSMUSP00000054747	Dpy19l3	10	ENSRNOG00000021573	ENSRNOP00000033949	ortholog_one2one	97.3464	97.2106	75	100.00	0.013	0.2043	1	7	35685165	35754454	69289	1	92002927	92069160	66233
ENSMUSG00000006360	ENSMUST00000198597		Crip1	6	ENSRNOG00000027990	ENSRNOP00000006835	ortholog_one2one	100	100	100	100.00	0	0	1	12	113146316	113153879	7563	6	137959171	137967042	7871
ENSMUSG00000079428	ENSMUST00000126811	ENSMUSP00000122260	Tceal7	2	ENSRNOG00000037645	ENSRNOP00000042856	ortholog_one2one	91.8367	91.8367	100	100.00	0.0352	0.1986	1	X	136214779	136225387	10608	X	106774980	106777072	2092
ENSMUSG00000028673	ENSMUST00000030434	ENSMUSP00000030434	Fuca1	5	ENSRNOG00000009325	ENSRNOP00000012455	ortholog_one2one	85.6195	83.7662	100	100.00	0.078	0.3129	1	4	135920735	135940311	19576	5	154269118	154286544	17426
ENSMUSG00000027303	ENSMUST00000028769	ENSMUSP00000028769	Ptpra	10	ENSRNOG00000021223	ENSRNOP00000069583	ortholog_one2one	93.9686	97.7415	100	100.00	0.009	0.1461	1	2	130450278	130556124	105846	3	123031307	123084863	53556
